domain,cohort,window,client_key,named,depth,has_number,metric_kinds,bucket_industry,bucket_craft,bucket_job,bucket_channel,bucket_model,bucket_stage,bucket_geo
bengelmedia.nl,control,after,inspectorleonardo,Y,summary-tile,N,,,Employer branding & recruitment,,"Branding, campagne & activatie",,,
bengelmedia.nl,control,after,supersales,Y,summary-tile,N,,,Branding & huisstijl,,"SEA, display & overige paid advertising",,,
bengelmedia.nl,control,after,proefdiervrij,Y,summary-tile,N,,,Website & webdesign,,unknown,,,
bengelmedia.nl,control,after,buckaroo,Y,summary-tile,N,,,Branding & huisstijl,,,,,
bengelmedia.nl,control,after,kinderpostzegels,Y,summary-tile,N,,,Content & copywriting,,"SEA, display & overige paid advertising",,,
bengelmedia.nl,control,after,veiligthuis,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
betawerk.nl,narrower,before,brandweervakmanschapp,Y,full-case-page,N,,Government & public sector,Apps & maatwerk platforms,unknown,Apps & custom platforms,,,Regionaal (binnen Nederland)
betawerk.nl,narrower,before,brightlands,Y,full-case-page,N,,Education & childcare,Website & webdesign,Website verouderd of nieuw nodig,Website & CMS,,Omvang in cijfers,Regionaal (binnen Nederland)
betawerk.nl,narrower,before,maastrichtmarketing,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation","Grafisch ontwerp, drukwerk & print",Website verouderd of nieuw nodig,unknown,,,Nederlandse stad of plaats
betawerk.nl,narrower,before,gemeentemaastricht,Y,full-case-page,N,,Government & public sector,Website & webdesign,Website verouderd of nieuw nodig,Website & CMS,,Omvang in cijfers,Nederlandse stad of plaats
edenfrost.com,control,after,amsterdampartners,Y,full-case-page,Y,reach_views,"Hospitality, tourism, sports & recreation",Content & copywriting,Content & creatieve productie,"Content, video & PR",,,Nederlandse stad of plaats
edenfrost.com,control,after,amsterdampartners,Y,quote-testimonial,N,,,,,,,,
edenfrost.com,control,after,expatcenter,Y,quote-testimonial,N,,,,,,,,
edenfrost.com,control,after,cityofamsterdam,Y,quote-testimonial,N,,,,,,,,
edenfrost.com,control,after,almerecitymarketing,Y,quote-testimonial,N,,,Website & webdesign,,,,,
edenfrost.com,control,after,netherlandsinstituteforadvancedstudy,Y,quote-testimonial,N,,,,,,,,
edenfrost.com,control,after,cubatravelnetwork,Y,quote-testimonial,N,,unknown,,,,,,
edenfrost.com,control,after,amsterdamsciencepark,Y,quote-testimonial,N,,,Website & webdesign,,,,,
edenfrost.com,control,after,iamsterdam,Y,detailed-tile,Y,other,"Hospitality, tourism, sports & recreation",Content & copywriting,,,,,unknown
edenfrost.com,control,after,boats,Y,detailed-tile,N,,Retail & e-commerce (general consumer goods),Content & copywriting,,Website & CMS,unknown,,Specifiek buitenland
edenfrost.com,control,after,apmterminals,Y,detailed-tile,Y,reach_views,Manufacturing & industrial,Social media content & beheer,"Merk, huisstijl & verhaal",Social media organisch,,,
edenfrost.com,control,after,cityofamsterdam,Y,detailed-tile,N,,,Website & webdesign,,,,,Specifiek buitenland
edenfrost.com,control,after,leshuttle,Y,logo-only,N,,,,,,,,
edenfrost.com,control,after,amsterdamsciencepark,Y,detailed-tile,N,,Business & professional services,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
edenfrost.com,control,after,inamsterdam,Y,detailed-tile,N,,,Website & webdesign,unknown,,,,
eenvoud.nl,control,before,hartmuseum,Y,full-case-page,N,,"Media, culture & entertainment",Website & webdesign,Website verouderd of nieuw nodig,Website & CMS,,,Nederlandse stad of plaats
8ontwerp.nl,control,before,igepanederland,Y,full-case-page,N,,Retail & e-commerce (general consumer goods),"Grafisch ontwerp, drukwerk & print",Events & activaties,,,,Nederlandse stad of plaats
8ontwerp.nl,control,before,igepanederland,Y,full-case-page,N,,Retail & e-commerce (general consumer goods),"E-mailmarketing, automation & funnels",,,,,Nederlandse stad of plaats
8ontwerp.nl,control,before,imagile,Y,full-case-page,N,,Business & professional services,Website & webdesign,,,SaaS & software,,
deregiekamer.nl,control,before,vanderendesteelprotectors,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,Nederlandse stad of plaats
deregiekamer.nl,control,before,heffiq,Y,summary-tile,N,,"Transport, logistics & automotive","Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,before,vostransport,Y,summary-tile,N,,"Transport, logistics & automotive","Grafisch ontwerp, drukwerk & print",,,,Omvang in cijfers,
deregiekamer.nl,control,before,heffiq,Y,summary-tile,N,,"Transport, logistics & automotive",Branding & huisstijl,,,,,
deregiekamer.nl,control,before,deamersfoortseberg,Y,summary-tile,N,,Education & childcare,Branding & huisstijl,,,,,
deregiekamer.nl,control,after,vanderendesteelprotectors,Y,summary-tile,N,,,Website & webdesign,,,,,
deregiekamer.nl,control,after,,N,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,heffiq,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,vostransport,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,heffiq,Y,summary-tile,N,,,Branding & huisstijl,,,,,
deregiekamer.nl,control,after,,N,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,vandervliet,Y,summary-tile,N,,,Content & copywriting,,,,,
deregiekamer.nl,control,after,favoritegifts,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,arval,Y,summary-tile,N,,,unknown,,,,,
deregiekamer.nl,control,after,vanderendesteelprotectors,Y,summary-tile,N,,,Website & webdesign,,,,,
deregiekamer.nl,control,after,,N,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,heffiq,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,vostransport,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,heffiq,Y,summary-tile,N,,,Branding & huisstijl,,,,,
deregiekamer.nl,control,after,,N,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,vandervliet,Y,summary-tile,N,,,Content & copywriting,,,,,
deregiekamer.nl,control,after,favoritegifts,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
deregiekamer.nl,control,after,arval,Y,summary-tile,N,,,unknown,,,,,
deregiekamer.nl,control,after,vanderendesteelprotectors,Y,full-case-page,N,,,"Video, animatie & fotografie",Content & creatieve productie,,,,Nederlandse stad of plaats
deregiekamer.nl,control,after,heffiq,Y,full-case-page,N,,"Transport, logistics & automotive",Branding & huisstijl,"Merk, huisstijl & verhaal",,Zakelijke afnemers (B2B),Groot / corporate / marktleider,Heel Nederland (landelijk)
blinktuit.nl,narrower,before,dealdrechtcities,Y,detailed-tile,Y,other,,unknown,,,,,
blinktuit.nl,narrower,before,flexvakautomotive,Y,detailed-tile,Y,leads_inquiries,"Staffing, recruitment & HR",Campagnes & creatieve concepten,,Multi-channel & omnichannel,,,
blinktuit.nl,narrower,before,stratt,Y,detailed-tile,N,,,Strategie & advies,,Social media organisch,,,
blinktuit.nl,narrower,after,dealdrechtcities,Y,detailed-tile,Y,other,,"Outcome-verkoop (leads, omzet, groei)",,,,,
blinktuit.nl,narrower,after,flexvakautomotive,Y,detailed-tile,Y,leads_inquiries,"Staffing, recruitment & HR",Campagnes & creatieve concepten,,Multi-channel & omnichannel,,,
blinktuit.nl,narrower,after,stratt,Y,detailed-tile,N,,,Strategie & advies,,Social media organisch,,,
bliqvangers.nl,narrower,before,niceey,Y,full-case-page,N,,Retail & e-commerce (general consumer goods),Branding & huisstijl,,Social media organisch,Webshop consumenten (D2C),Startup / jong / groeiend,
bliqvangers.nl,narrower,before,goodwinwestbay,Y,summary-tile,N,,"Construction, real estate & housing",,,,,,
bliqvangers.nl,narrower,before,lieshoutservice,Y,summary-tile,N,,"Construction, real estate & housing",,,,,,
bliqvangers.nl,narrower,before,insightbeach,Y,summary-tile,N,,"Hospitality, tourism, sports & recreation",,,,,,Nederlandse stad of plaats
bliqvangers.nl,narrower,before,theburgermaffia,Y,summary-tile,N,,"Hospitality, tourism, sports & recreation",,,,,,
bliqvangers.nl,narrower,before,exorialiqueur,Y,summary-tile,N,,unknown,,,,,,
bliqvangers.nl,narrower,before,bbqeiland,Y,summary-tile,N,,Retail & e-commerce (general consumer goods),,,,,,
bliqvangers.nl,narrower,before,joyevents,Y,summary-tile,N,,"Media, culture & entertainment",,,,,,Nederlandse stad of plaats
bliqvangers.nl,narrower,before,rewind,Y,summary-tile,N,,unknown,,,,,,
bliqvangers.nl,narrower,before,flitsteam,Y,summary-tile,N,,"Hospitality, tourism, sports & recreation",,,,,,
fideo.nl,control,after,saturnpetcare,Y,full-case-page,N,,"Food, beverage & agriculture",Employer branding & recruitment,Personeel werven & werkgeversmerk,Multi-channel & omnichannel,,,Nederlandse stad of plaats
fideo.nl,control,after,wdodelta,Y,full-case-page,N,,Government & public sector,Social media content & beheer,Bewustwording & gedragsverandering,Multi-channel & omnichannel,,,
fideo.nl,control,after,stadslyceum,Y,full-case-page,N,,,"Video, animatie & fotografie","Leden, leerlingen & donateurs werven","Content, video & PR",,,Regionaal (binnen Nederland)
fideo.nl,control,after,roamler,Y,full-case-page,N,,Finance & insurance,"Video, animatie & fotografie",Personeel werven & werkgeversmerk,"E-mail, CRM & marketing automation",,,
fideo.nl,control,after,veiligthuisijsselland,Y,full-case-page,N,,,unknown,Bewustwording & gedragsverandering,,,,Nederlandse stad of plaats
atlantiscreative.nl,control,before,frankelandgroep,Y,full-case-page,N,,Healthcare & care,Apps & maatwerk platforms,,,,,
atlantiscreative.nl,control,before,frankelandgroep,Y,full-case-page,N,,Healthcare & care,Campagnes & creatieve concepten,unknown,Social media organisch,,,
atlantiscreative.nl,control,before,grizzenergygum,Y,full-case-page,N,,"Energy, utilities & environment",Webshop & e-commerce,,SEO & organische vindbaarheid,Webshop consumenten (D2C),Startup / jong / groeiend,Internationaal / wereldwijd
atlantiscreative.nl,control,before,kokwatersport,Y,full-case-page,Y,revenue_sales,Retail & e-commerce (general consumer goods),Apps & maatwerk platforms,,Multi-channel & omnichannel,Consumentenmarkt offline,Groot / corporate / marktleider,Nederlandse stad of plaats
atlantiscreative.nl,control,before,gemeentenissewaard,Y,full-case-page,N,,Government & public sector,Website & webdesign,Naamsbekendheid & zichtbaarheid,Multi-channel & omnichannel,,,Nederlandse stad of plaats
degelijkdesign.nl,control,after,linqk,Y,full-case-page,N,,Manufacturing & industrial,Branding & huisstijl,"Merk, huisstijl & verhaal",Social media organisch,Zakelijke afnemers (B2B),,Regionaal (binnen Nederland)
degelijkdesign.nl,control,after,magetitansgroningen,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Branding & huisstijl,"Merk, huisstijl & verhaal",,,,
degelijkdesign.nl,control,after,sterinoord,Y,full-case-page,Y,other,Healthcare & care,Website & webdesign,Personeel werven & werkgeversmerk,Social media organisch,"Overheid, zorg & onderwijs",,
degelijkdesign.nl,control,after,voys,Y,full-case-page,N,,,"Grafisch ontwerp, drukwerk & print",Content & creatieve productie,"Content, video & PR",,,
degelijkdesign.nl,control,after,brandweergroningen,Y,summary-tile,N,,,Employer branding & recruitment,,,,,
degelijkdesign.nl,control,after,ambulancezorggroningendag,Y,summary-tile,N,,,,,,,,
degelijkdesign.nl,control,after,sterinoord,Y,summary-tile,N,,Healthcare & care,"Grafisch ontwerp, drukwerk & print",,,,,
degelijkdesign.nl,control,after,krollsustainabilityreporting,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,unknown,
degelijkdesign.nl,control,after,magetitansevent,Y,summary-tile,N,,"Software, IT & telecom","Grafisch ontwerp, drukwerk & print","Merk, huisstijl & verhaal",,,,
degelijkdesign.nl,control,after,linqk,Y,summary-tile,N,,"Staffing, recruitment & HR",Branding & huisstijl,,,,,
degelijkdesign.nl,control,after,getthere,Y,summary-tile,N,,"Software, IT & telecom",unknown,,,,Familiebedrijf / gevestigd met historie,Heel Nederland (landelijk)
degelijkdesign.nl,control,after,medilime,Y,summary-tile,N,,Healthcare & care,unknown,"Merk, huisstijl & verhaal",,,,
degelijkdesign.nl,control,after,dilemmacybergame,N,summary-tile,N,,Government & public sector,,,,,,
degelijkdesign.nl,control,after,kidscasa,Y,summary-tile,N,,Education & childcare,,"Merk, huisstijl & verhaal",,,Omvang in cijfers,Regionaal (binnen Nederland)
degelijkdesign.nl,control,after,,N,summary-tile,N,,,,,Offline media & events,,,Regionaal (binnen Nederland)
degelijkdesign.nl,control,after,bentacera,Y,quote-testimonial,N,,,"E-mailmarketing, automation & funnels",,,,,
degelijkdesign.nl,control,after,kirstensmit,Y,quote-testimonial,N,,,Campagnes & creatieve concepten,,,,,
degelijkdesign.nl,control,after,bobkroll,Y,quote-testimonial,N,,,unknown,,,,,
degelijkdesign.nl,control,after,mauricebergman,Y,quote-testimonial,N,,,"Grafisch ontwerp, drukwerk & print",Content & creatieve productie,,,,
afslagzuid.nl,control,before,wijkverplegingzwolle,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,before,ijsselheem,Y,summary-tile,N,,,Strategie & advies,,,,,
afslagzuid.nl,control,before,driezorg,Y,summary-tile,N,,,Content & copywriting,,,,,
afslagzuid.nl,control,before,medrie,Y,summary-tile,N,,,Website & webdesign,,,,,
afslagzuid.nl,control,before,denver,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,before,petsco,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
afslagzuid.nl,control,before,zonnehuisgroepijsselvecht,Y,logo-only,N,,,,,,,,
afslagzuid.nl,control,before,multimart,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
afslagzuid.nl,control,before,wijkverplegingzwolle,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,before,ijsselheem,Y,summary-tile,N,,,Strategie & advies,,,,,
afslagzuid.nl,control,before,driezorg,Y,summary-tile,N,,,Content & copywriting,,,,,
afslagzuid.nl,control,before,medrie,Y,summary-tile,N,,,Website & webdesign,,,,,
afslagzuid.nl,control,before,denver,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,before,petsco,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
afslagzuid.nl,control,before,zonnehuisgroepijsselvecht,Y,logo-only,N,,,,,,,,
afslagzuid.nl,control,before,multimart,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
afslagzuid.nl,control,before,jci,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,before,jci,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,before,jci,Y,summary-tile,N,,,Employer branding & recruitment,,,,,
afslagzuid.nl,control,before,medrie,Y,logo-only,N,,,,,,,,
afslagzuid.nl,control,before,petsco,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
afslagzuid.nl,control,before,fourward,Y,summary-tile,N,,,Website & webdesign,,,,,
afslagzuid.nl,control,before,beumerschoenmakers,Y,summary-tile,N,,Healthcare & care,Branding & huisstijl,,,,,
afslagzuid.nl,control,before,takenszuidwijk,Y,summary-tile,N,,unknown,Branding & huisstijl,,,,,
afslagzuid.nl,control,before,boni,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
afslagzuid.nl,control,after,stichtingbono,Y,summary-tile,N,,,Branding & huisstijl,,,,,
afslagzuid.nl,control,after,wijkverplegingzwolle,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,after,ijsselheem,Y,summary-tile,N,,,Strategie & advies,,,,,
afslagzuid.nl,control,after,driezorg,Y,summary-tile,N,,,Content & copywriting,,,,,
afslagzuid.nl,control,after,medrie,Y,summary-tile,N,,,Website & webdesign,,,,,
afslagzuid.nl,control,after,denver,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,after,petsco,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
afslagzuid.nl,control,after,zonnehuisgroepijsselvecht,Y,logo-only,N,,,,,,,,
afslagzuid.nl,control,after,stichtingbono,Y,summary-tile,N,,,Branding & huisstijl,,,,,
afslagzuid.nl,control,after,wijkverplegingzwolle,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,after,ijsselheem,Y,summary-tile,N,,,Strategie & advies,,,,,
afslagzuid.nl,control,after,driezorg,Y,summary-tile,N,,,Content & copywriting,,,,,
afslagzuid.nl,control,after,medrie,Y,summary-tile,N,,,Website & webdesign,,,,,
afslagzuid.nl,control,after,denver,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,after,petsco,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
afslagzuid.nl,control,after,zonnehuisgroepijsselvecht,Y,logo-only,N,,,,,,,,
afslagzuid.nl,control,after,multimart,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
afslagzuid.nl,control,after,jci,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,after,jci,Y,summary-tile,N,,,unknown,,,,,
afslagzuid.nl,control,after,jci,Y,summary-tile,N,,,Employer branding & recruitment,,,,,
afslagzuid.nl,control,after,medrie,Y,logo-only,N,,,,,,,,
afslagzuid.nl,control,after,petsco,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
afslagzuid.nl,control,after,fourward,Y,summary-tile,N,,,Website & webdesign,,,,,
afslagzuid.nl,control,after,beumerschoenmakers,Y,summary-tile,N,,Healthcare & care,Branding & huisstijl,,,,,
afslagzuid.nl,control,after,takenszuidwijk,Y,summary-tile,N,,unknown,Branding & huisstijl,,,,,
afslagzuid.nl,control,after,boni,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
happiness-anywhere.com,control,after,promaz,Y,full-case-page,N,,Finance & insurance,"Grafisch ontwerp, drukwerk & print","Meer leads, aanvragen & verkoop",Multi-channel & omnichannel,,,unknown
happiness-anywhere.com,control,after,quick,Y,full-case-page,N,,,Campagnes & creatieve concepten,unknown,Social media organisch,,,
happiness-anywhere.com,control,after,quick,Y,full-case-page,N,,"Food, beverage & agriculture",Apps & maatwerk platforms,,Multi-channel & omnichannel,,,unknown
happiness-anywhere.com,control,after,lotto,Y,summary-tile,N,,,unknown,,,,,
